Word,Frames path
WELCOME,ISL_CSLRT_Corpus\Frames_Word_Level\WELCOME\WELCOME (1).jpg
WELCOME,ISL_CSLRT_Corpus\Frames_Word_Level\WELCOME\WELCOME (2).jpg
WELCOME,ISL_CSLRT_Corpus\Frames_Word_Level\WELCOME\WELCOME (3).jpg
WELCOME,ISL_CSLRT_Corpus\Frames_Word_Level\WELCOME\WELCOME (4).jpg
WELCOME,ISL_CSLRT_Corpus\Frames_Word_Level\WELCOME\WELCOME (5).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (1).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (10).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (11).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (12).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (13).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (14).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (15).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (16).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (3).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (4).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (5).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (6).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (7).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (8).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT (9).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-1 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-1.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-2 (1).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-2 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-3 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-3.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-4 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-4.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-5 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-5.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-6 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-6.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT-7 (2).jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\what-7.jpg
WHAT,ISL_CSLRT_Corpus\Frames_Word_Level\WHAT\WHAT.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-1.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-2.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-3.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-4.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-5.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-6.jpg
WHERE,ISL_CSLRT_Corpus\Frames_Word_Level\WHERE\WHERE-7.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-1.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-2.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-3.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-4.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-5.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-6.jpg
WHO,ISL_CSLRT_Corpus\Frames_Word_Level\WHO\WHO-7.jpg
WORRY,ISL_CSLRT_Corpus\Frames_Word_Level\WORRY\WORRY (1).jpg
WORRY,ISL_CSLRT_Corpus\Frames_Word_Level\WORRY\WORRY (2).jpg
WORRY,ISL_CSLRT_Corpus\Frames_Word_Level\WORRY\WORRY (3).jpg
WORRY,ISL_CSLRT_Corpus\Frames_Word_Level\WORRY\WORRY (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (1).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (10).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (11).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (12).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (13).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (14).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (15).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (16).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (17).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (18).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (19).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (20).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (21).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (22).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (23).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (24).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (25).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (26).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (27).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (28).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (29).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (30).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (31).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (32).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (33).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (34).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (35).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (36).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (37).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (38).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (39).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (40).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (41).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (42).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (43).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (44).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (45).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (46).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (47).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (48).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU (9).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-1 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1 (9).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-1.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-2 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-2 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-2 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-2.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-3 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3 (9).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-3.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-4 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4 (9).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-4.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5 (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-5.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-55.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-6 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (8).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6 (9).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-6.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\you-7 (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7 (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7 (4).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7 (5).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7 (6).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7 (7).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU-7.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOU.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOUR (1).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOUR (2).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOUR (3).jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOUR-1.jpg
YOU,ISL_CSLRT_Corpus\Frames_Word_Level\YOU\YOUR.jpg
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
